text,label,source,sentimiento_tabularis,calificacion_nlp_bert,sentimiento_robertuito
"Me esta encantando la animacion encerio :,) Cuando veo el final me da un poco ganas de llorar :,) Bueno solo me falta background y texto",positive,intertass_2017,Neutral,Positivo,Positivo
@user ah mae que duro eso en este día,negative,intertass_2017,Muy Negativo,Muy Positivo,Negativo
"@user @user Brutal... Y al parecer los que hacen de periodistas, también siguen con su grupo de wassap un año después",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user bonito día para hacer un tweet con esta foto,positive,intertass_2017,Positivo,Muy Positivo,Positivo
Ptmr hoy se presenta trébol clan y recuerdo que en gotica se presentó y fue la última vez que lo vi y hice mi cagada claro,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"¿Mañana stream?  ! Espero que mi internet no se vuelva loco como antes, aunque estos dias funciona bien!",neutral,intertass_2017,Muy Positivo,Neutral,Neutral
"@user muchas gracias niñuca, tú tienes una gran sensibilidad por eso valoro mucho tu opinión. Feliz noche",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user y con ""las conozco"", me refiero a Maria y Krisbell . Mandale mis saluditos, somos ingratas todas",negative,intertass_2017,Positivo,Muy Positivo,Negativo
"Bueno, Yixing tuvo pocas líneas como siempre, pero no voy a andar de pesada. Al menos no esta vez",neutral,intertass_2017,Neutral,Neutral,Neutral
"Este año la quiniela perfecta de los mundiales da como premio las 3 skins definitivas, interesante...",positive,intertass_2017,Positivo,Muy Positivo,Neutral
al final me ha dejado llorando y pues bien  yo que estaba hoy pensando saltos de los feliz que estaba. Al pelo todo,negative,intertass_2017,Muy Positivo,Neutral,Negativo
Vamos a pasar año nuevo a la playa No? Bueno,neutral,intertass_2017,Positivo,Muy Negativo,Neutral
Mi papá emocionado hasta las lágrimas con los tenores... hay conciertos que se quedan en el alma para siempre.,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user @user te lleguen a entender y a respetar. Muy malos tienen que ser para obligarte a comer algo a la fuerza,negative,intertass_2017,Positivo,Muy Negativo,Negativo
"Voy asi: Silvio Rodríguez, Ismael Serrano, Cristian Castro (homenaje a José José) y el Buki... el asunto es serio",neutral,intertass_2017,Neutral,Neutral,Neutral
@user Agradecidos. Nos miras con buenos ojos  @user,positive,intertass_2017,Muy Negativo,Muy Positivo,Positivo
me mantengo optimista pero se me hace difícil a veces de verdad,negative,intertass_2017,Neutral,Neutral,Negativo
"Regresé de la playa hoy y literal todo el día he dormido, y aún sigo con sueño",neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
@user have fun Antu! Los mejores deseos,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user Pos sí que eras tú limitada en encontrar formas de no aburrirse en clase,negative,intertass_2017,Negativo,Neutral,Neutral
"Pablo continúa su hilo, imprescindible.  Luego haremos crowfunding entre todos para hacerle un ""Medium""  http",neutral,intertass_2017,Positivo,Muy Positivo,Positivo
Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user la próxima vez que vaya a Madrid no estarás en mis planes. Maldita,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
¿Conoces la pubalgia relacionado con la lesión de Messi? El doctor Quesada lo explica en el video siguiente  http,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user hombreee, poco a poco, los 5 primeros minutos que montes en bici te sabrán a gloria  así que ánimo que todo llega",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Aún no estoy listo para una nueva mamá,negative,intertass_2017,Negativo,Muy Negativo,Negativo
Para mi mamá toda la ropa que escojo es fea hasta que me la ve puesta,neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Voy con demasiados sueños locos. Y demasiados, siempre son pocos  #Yolo #mondaymotivation",positive,intertass_2017,Muy Negativo,Negativo,Negativo
La operación de Carmen me tiene muy triste,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user @user @user se conserva la misma cuenta. Pero el programa será distinto,neutral,intertass_2017,Neutral,Neutral,Neutral
@user  Buenos dias y feliz domingo  abrazo♡,positive,intertass_2017,Positivo,Muy Positivo,Positivo
@user @user Conmigo no los tiene abiertos porque me bloqueó,negative,intertass_2017,Negativo,Muy Negativo,Negativo
"Entre lo positivo, está el hecho de que no tendré esas responsabilidades extra que adquiría sí yo quedaba electo. Pero mae yo quería",neutral,intertass_2017,Positivo,Neutral,Neutral
"@user oye, 7/8 no está nada mal",positive,intertass_2017,Neutral,Neutral,Positivo
"@user estaba en momento ""odio eterno"" necesitaba compartirlo  además yo hace poco que tengo canal y no me siento NADA identificada",negative,intertass_2017,Negativo,Muy Negativo,Negativo
"Como te elicas algo que no viste venir, ¿Cómo?",neutral,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user un placer guapa!! @user es un sol!! bueno, los dos los sois",positive,intertass_2017,Muy Positivo,Muy Negativo,Positivo
Qué triste ver que el odio por una mujer esté por encima de la razón,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user @user @user yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2, blanca y negra",neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"@user Yo, he probado con pisco, y buenazo tmb, ah.",positive,intertass_2017,Positivo,Muy Negativo,Positivo
"Que tristes son los velorios y entierros, mi Papá está llorando peor que un bebito recien nacido",negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
Nominada por @user   Aquí van nuestras pelis y nuestros taggeados.  http,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"Cosas q debemos usar para simplificar nuestra vida: el cerebro, sentido común, una sonrisa y eliminar a quién no nos interesa. Simple",positive,intertass_2017,Neutral,Muy Positivo,Positivo
@user @user me parece que sueles reclamar demasiados sobrentendidos,negative,intertass_2017,Negativo,Negativo,Negativo
"@user jajajaja fácil,o derrepente ya nos lo cambiaron por uno nuevo",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
@user tu ventilador me mira con cara seductora.,positive,intertass_2017,Positivo,Muy Negativo,Positivo
@user @user porque al final siempre llegan a lo mismo: es que ella debió asumir más su lado femenino,negative,intertass_2017,Neutral,Neutral,Negativo
@user recién me conectooooo Juan está enfermo mañana te prometo que te recojo,neutral,intertass_2017,Muy Positivo,Muy Negativo,Neutral
El sol echa el cierre a un día estupendo en  #VillardeOlalla #Cuenca Preparados para otra noche de fiesta  http,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
hoy me han traído a mi perra después de seis días sin verla y está to nerviosa y más delgada,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Ma, mira... - Qué? La Paca? Sí, cómo supiste? - Porque es lo único que haces.",neutral,intertass_2017,Muy Positivo,Negativo,Neutral
Creo k es la primera vez k estoy deseando k llegue septiembre de una vez,positive,intertass_2017,Neutral,Muy Negativo,Neutral
@user a mi me gustaba antes. Ahora todo es super cuadrado y feo,negative,intertass_2017,Muy Negativo,Muy Positivo,Negativo
@user las tuyas y las nuestras  ajajajaj,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
"@user gracias niñuca es preciosa, te prometo que me has alegrado la tarde con este detalle tan Bello y enternecedor. Mil besos",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Que duro iniciar el día con noticias tristes,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user yo estaba todo feliz,neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
"@user sep, mi familia es MUY lectora y mi círculo de amistades también",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user yo nunca la he podido ver entera porque literalmente me duermo,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user La carta compuesta es un factor más. También está la #sinastría que ayuda a suavizar una compuesta difícil,neutral,intertass_2017,Neutral,Positivo,Neutral
"@user No sé si saldrá algo relacionado con Escocia, pero los paisajes son increíbles",positive,intertass_2017,Neutral,Positivo,Positivo
Creo que soy muy rencorosa,negative,intertass_2017,Muy Positivo,Muy Positivo,Negativo
"@user Una vez mi prima me besó sin previo aviso. Ese fue mi primer beso, y nunca he vuelto a tener uno",neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
@user ojalá sigan juntos mucho tiempo,positive,intertass_2017,Positivo,Muy Positivo,Positivo
Quiero entrar en tantas clases pero soy pobre.,negative,intertass_2017,Neutral,Negativo,Negativo
@user ay no mms ARELIIIII.A los añooooos sdfjksf te extraño we,neutral,intertass_2017,Neutral,Muy Negativo,Negativo
Ha vuelto @user con energías renovadas. Los lunes por la noche el Doctor Amor y su consulta te esperan en su #periscope,positive,intertass_2017,Positivo,Muy Positivo,Positivo
"@user Prohibirlo, no. Se pueden hacer campañas, pedagogía... y no aplaudir como están haciendo muchas pseudo-feministas  @user",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"Mi último trabajo por obra y gracia de @user @user @user, un spot para el @user #megapanic  http",neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
"Nunca es tarde para hacer un sueño..con una mente soñadora, un puñado de ganas, fe y un corazón de amor, todo es posible.",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
No debí cogerme la cara con las manos suciaaaaas!!,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"+ a VOSOTROS, y siempre intento daros bola y responder a vuestras cosas.  Pero bueno, se ve que no es suficiente",neutral,intertass_2017,Neutral,Neutral,Negativo
Creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga! jodidamente bien,positive,intertass_2017,Positivo,Muy Positivo,Positivo
"@user "" En algún momento empecé a mirar más al suelo que al cielo "" "" Estoy harto de llorar, así que intento sonreír """,negative,intertass_2017,Positivo,Muy Negativo,Neutral
lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero  simplemente porque no se ligar,neutral,intertass_2017,Neutral,Neutral,Neutral
@user por supuesto amigo mí que pases buen domingo,positive,intertass_2017,Positivo,Muy Positivo,Positivo
Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
"@user Mi ciudad bonitaa llena de nieve fijo  , gracias, es que pensaba que solo estaba en netflix",neutral,intertass_2017,Positivo,Muy Negativo,Positivo
Esas costillitas se ven demasiado buenas... Ya quiero cenar!,positive,intertass_2017,Muy Positivo,Negativo,Positivo
Creo que mi amor platónico de tw es gay y me acabo de poner tan triste,negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"@user @user @user @user @user a mí como a veces me piden ""la firma escaneada en el doc""...",neutral,intertass_2017,Neutral,Muy Negativo,Neutral
"@user ya yo voy de vuelta, pero le dejé la pampa lindísima",positive,intertass_2017,Neutral,Muy Negativo,Positivo
"Si es que llegáis aquí desde mi Favstar del cretácico y claro, luego no me duráis ni un suspiro. Que mis neuronas no son como antes, jopé",negative,intertass_2017,Neutral,Negativo,Negativo
"@user justo vi en Ig que lo tenías y te quería preguntar. Cuando lo hagas, espero el review! Y sí, yo tb tengo varios pendientes",neutral,intertass_2017,Neutral,Muy Negativo,Positivo
"@user @user no importa con esa linea como sino juegas nada, seguirás siendo buenisimo ( con cariño jeje  )",positive,intertass_2017,Positivo,Muy Negativo,Positivo
@user LOL miguez tu eres guapo no le hagas ni caso no ves que es VASCA y alli NO SE FOLLA pero no es culpa tuya,negative,intertass_2017,Neutral,Muy Negativo,Negativo
Buenos días!!!! mi pensamiento esta mañana al despertar es que si o si tengo que ir a dar un paseo al parque y disfrutar de la naturaleza,neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user bueno no es tan mala, tiene muuuchos elementos de las primeras dos películas (eso es lo mejor) y le agregan otros nuevos",positive,intertass_2017,Positivo,Positivo,Positivo
"@user @user @user @user Pero son los periodistas de La Nación, ud dijo que eran los dueños de la verdad y vea.11 ideal",negative,intertass_2017,Muy Positivo,Muy Negativo,Negativo
"Vale: MAE HOY CONOCI UN MAE SUPER GUAPO, SUAVE YA TE ENSEÑO UNA FOTO *5 min despues me lo enseña* Yo: Valeria ese es mi ex Jajajaj siaa.",neutral,intertass_2017,Muy Positivo,Muy Positivo,Neutral
@user es que son super perfectas para la otra DIOS NECESITO QUE ALGUN DIA SE CONFIRME,positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
"@user pero me jode no encontrar un pantalon pitillo que me quede PITILLO , y es horrible porque mi vida son los vaqueros",negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Dibujé a Chikorita (mi pokemon fav) y lo malogré con 'mi técnica de pintar con acuarelas'...tmr!,neutral,intertass_2017,Muy Negativo,Muy Negativo,Neutral
"Haces que se vaya mi melancolía, me devuelves de nuevo a la vida",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user los ábacos si están permitidos. Sobre todo porque la mayoría no saben usarlo,negative,intertass_2017,Neutral,Negativo,Negativo
@user Xinia de mi vida tenía toda la intención pero se me hizo imposible al final del día,neutral,intertass_2017,Neutral,Muy Negativo,Negativo
@user En lo relativo a la secesión mi estimado @user es un amante de las marcianadas. Pero debatir con él es entretenido,positive,intertass_2017,Neutral,Neutral,Positivo
"Si, yo soy un cabron y no tengo orgullo",negative,intertass_2017,Muy Negativo,Negativo,Neutral
"@user Un poquito. Pero es normal porque es oscuro.   Anyways, sigue viéndosete un poquito pelirrojo. ^^ Reflejos o algo así.",neutral,intertass_2017,Neutral,Neutral,Neutral
"@user pues todo muy bien   Eso sí, muchos cambios desde la ultima vez que hablamos 😁",positive,intertass_2017,Muy Positivo,Muy Positivo,Positivo
@user voy a ir con un árbol de Navidad en la camisa a taller solo para arruinar su día,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
Gracias a todos por regalarme sus comentarios a mi columna de hoy. Invaluable obsequio para mí.,neutral,intertass_2017,Muy Positivo,Muy Positivo,Positivo
Estoy emocionado por primera vez realice una llamada internacional a Chile.,positive,intertass_2017,Positivo,Muy Positivo,Positivo
"Con este día, cuatro y el tambor en la playa. Qué mala es la vuelta a la rutina para algunos...",negative,intertass_2017,Muy Negativo,Neutral,Negativo
@user buenas tardes! Se puede pasar?,neutral,intertass_2017,Positivo,Muy Negativo,Neutral
"Bueno, pues vamos a recuperar el tiempo perdido. Empezare por descargarme el Manchester City - West Ham, a ver que tal",positive,intertass_2017,Positivo,Positivo,Neutral
@user lástima que la foto de la derecha eclipse un texto certero!,negative,intertass_2017,Muy Negativo,Muy Negativo,Negativo
@user jajajaja tiene pinta más bien de que lo hicieron colombiano por el acento,neutral,intertass_2017,Positivo,Muy Positivo,Neutral
