ProductKey,Product Code,Product Name,Product Description,Comentario,sentimiento_tabularis,calificacion_nlp_bert
2486,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,"@user @user si, desde aqui se te vé La Fosa de las Bermudas, clarito y con vegetacion",Positivo,Muy Positivo (5 estrellas)
2487,808078,Litware 18'' Oscillating Pedestal Fan M145 White,19-inch oscillating pedestal fan with all-metal construction,@user no creas. Pero me gusta tener a la gente engañada  @user,Positivo,Muy Negativo (1 estrella)
2488,505001,Contoso Rubberized Skin BlackBerry E100 Black,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,"La vara es que ya tengo como 3 quiz, una eición, dos exámenes, un ensayo, y lo peor es que mis vacaciones ya casi acaban",Neutral,Negativo (2 estrellas)
2489,505002,Contoso Rubberized Skin BlackBerry E100 Silver,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,"@user @user @user sí, es usual en País Vasco y zonas limítrofes, pero no me cabía lo último en el tuit",Neutral,Neutral (3 estrellas)
2490,505003,Contoso Rubberized Skin BlackBerry E100 White,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,"@user efectivamente  , un buena píldora viral muy ilustrativa.",Positivo,Positivo (4 estrellas)
2491,505004,Cigarette Lighter Adapter for Contoso Phones E110 Black,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,@user yo siempre deseo eso y cuando estoy libre;como hoy> ando desde temprano dando vueltas y sin sueño,Muy Positivo,Muy Positivo (5 estrellas)
2492,505005,Cigarette Lighter Adapter for Contoso Phones E110 White,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,!Feliz año nuevo! este 2017 sea realmente un año muy lindo y maravilloso ^_^,Muy Positivo,Muy Positivo (5 estrellas)
2493,505006,Cigarette Lighter Adapter for Contoso Phones E110 Red,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"De nuevo lo veo imposible con tanta mención @user #FollowSpree. Por favor, mi apoyo lo tienes siempre",Muy Negativo,Muy Negativo (1 estrella)
2494,505007,Reusable Phone Screen Protector E120,Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches,he soñado una cosa muy rara con los personajes de PLL y luego como que estaba en la real life y conocia a Shay y a Lucy y y y,Positivo,Negativo (2 estrellas)
2495,505008,Headphone Adapter for Contoso Phone E130 Black,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,"@user @user @user Más bien imposible. A no ser q se convierta al Islam, claro",Muy Negativo,Muy Negativo (1 estrella)
2496,505009,Headphone Adapter for Contoso Phone E130 Silver,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,@user que bien yuriko. Felicidades,Positivo,Muy Positivo (5 estrellas)
2497,505010,Headphone Adapter for Contoso Phone E130 White,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,Y también dice caca solo que no me ha dado tiempo a grabarle,Neutral,Muy Negativo (1 estrella)
2498,505011,Contoso Phone Tough Skin Case E140 Black,"Bottom flaps up for docking, rugged rubber case","@user yo tuve el pelo rojo … ._."" #YaChau …",Neutral,Muy Negativo (1 estrella)
2499,505012,Contoso Phone Tough Skin Case E140 White,"Bottom flaps up for docking, rugged rubber case",@user dos para vos un gran abrazo homosexual 🤗,Muy Negativo,Muy Positivo (5 estrellas)
2500,505013,Contoso Phone Tough Skin Case E140 Silver,"Bottom flaps up for docking, rugged rubber case",@user hola odiosa me hace falta,Negativo,Muy Negativo (1 estrella)
2501,505014,Contoso Phone Tough Skin Case E140 Pink,"Bottom flaps up for docking, rugged rubber case",@user jajaja claro como olvidarlo!ay ya quisiera pero llego a mi casa a las 10 11pm por mis clases y no puedo ni siquiera ver nada,Muy Positivo,Muy Negativo (1 estrella)
2502,505015,Contoso Touch Stylus Pen E150 Black,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"VALE YA FUNCIONA ALELUYA he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto",Negativo,Muy Negativo (1 estrella)
2503,505016,Contoso Touch Stylus Pen E150 Silver,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user estar un poco poseída nada más,Negativo,Neutral (3 estrellas)
2504,505017,Contoso Touch Stylus Pen E150 White,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user Sería un puntazo que te dieran los domingos de descanso o que trabajases de mañana y así tener la tarde libre para verlo,Positivo,Muy Negativo (1 estrella)
2505,505018,Contoso Touch Stylus Pen E150 Red,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user Que linda y grande que está Holly,Muy Positivo,Muy Positivo (5 estrellas)
2506,505019,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,LCD screen protector,Porque si estaba bien me tiene que dar calentura de nuevo ??,Muy Negativo,Neutral (3 estrellas)
2507,505020,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,LCD screen protector,@user @user ta entonces me entendes porque no hablo chino amorrr,Neutral,Muy Negativo (1 estrella)
2508,505021,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,LCD screen protector,"Estoy seguro de que todo va a salir bien, suerte viejita",Muy Positivo,Muy Positivo (5 estrellas)
2509,505022,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",a mi me llegas a poner los cuernos y posiblemente no vivas pa contarlo porque te arranco la puta cabeza,Negativo,Negativo (2 estrellas)
2510,505023,Contoso Original K1m Li-Ion Standard Battery E170 White,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo,Muy Negativo,Muy Negativo (1 estrella)
2511,505024,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",mi espalda esta bien chicos no os preocupeis  P espero que el juicio sea lento y me libre de la carcel http,Positivo,Neutral (3 estrellas)
2512,505025,Contoso Bluetooth Active Headphones L15 Black,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","@user bueno,  es algo..  Cuando encima no sabes porque te pasan las cosas todo es un poco peor  lo dicho, muchos ánimos",Neutral,Neutral (3 estrellas)
2513,505026,Contoso Bluetooth Active Headphones L15 Red,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",@user lo mejor que tengo es uno de 200 o así,Positivo,Muy Positivo (5 estrellas)
2514,505027,Contoso Bluetooth Active Headphones L15 White,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","@user Jajajaja en cuanto salga de mi bucle infinito con la casa, me imprimo los mapas a dos y lo estreno!!",Muy Positivo,Muy Positivo (5 estrellas)
2515,505028,Contoso In-Line Coupler E180 White,"Designed for new modular, different location without","@user yo tengo que aguantar 4 niños pequeños, no sé que es peor",Positivo,Neutral (3 estrellas)
2471,808062,Litware 80mm LED Dual PCI Slot Fan E1501 White,"7.2 X 4.8 x 1.7 inches, 8 ounces  ",Quiero y tengo que ir a ver animales fantásticos antes que salga de cartelera,Positivo,Muy Positivo (5 estrellas)
2472,808063,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user Para ser un filler tiene bastante chicha... XDD, si es muy bueno entra al Olimpo con el Duel, los 2 mejores filler",Positivo,Neutral (3 estrellas)
2473,808064,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user bufeo a los bombarderos y que arreglen a los putos rammers que salen ilesos, si no no juego",Muy Negativo,Muy Negativo (1 estrella)
2474,808065,Litware 20'' Weather-Shield Performance Box Fan E1601 White,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",En cuanto se vaya fabi no pienso salir de mi casa en por lo menos tres días,Negativo,Muy Negativo (1 estrella)
2475,808066,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","Hoy estoy muy feliz! Podre subir videos de nuevo, mi grabador ya no me da error Volvere con todo y con un super evento por los 1000",Muy Positivo,Muy Positivo (5 estrellas)
2476,808067,Litware 17'' Oscillating Pedestal Fan M125 Pink,17-inch oscillating pedestal fan with all-metal construction,"@user @user @user  ""Cosa Nostra"" en estado puro... Ni Don Vito llegó tan lejos...",Muy Negativo,Muy Negativo (1 estrella)
2477,808068,Litware 17'' Oscillating Pedestal Fan M125 Yellow,17-inch oscillating pedestal fan with all-metal construction,@user @user @user @user @user quiero un polo así,Neutral,Muy Positivo (5 estrellas)
2478,808069,Litware 17'' Oscillating Pedestal Fan M125 Blue,17-inch oscillating pedestal fan with all-metal construction,@user vas a ser un gran comunicador,Positivo,Muy Positivo (5 estrellas)
2479,808070,Litware 17'' Oscillating Pedestal Fan M125 White,17-inch oscillating pedestal fan with all-metal construction,"El colmo de tener que madrugar y tardar en quedarte dormido, o perderte en los mundos de la lectura",Muy Negativo,Muy Negativo (1 estrella)
2480,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,@user Son las grandes promesas nuestras,Muy Positivo,Muy Positivo (5 estrellas)
2481,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,@user Espero que te guste  Escocia es precioso!,Muy Positivo,Muy Positivo (5 estrellas)
2482,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,"@user tú norte, yo sur  - levante, humedad, mosquitos, caló azotado por levante pero al menos tienes playa...aquí no hay de eso",Neutral,Muy Negativo (1 estrella)
2483,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,"Doght es amable,Doght es cariñoso,todos quieren un Doght,disponibles,en ninguna parte",Muy Positivo,Muy Positivo (5 estrellas)
2484,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,"Al parecer tu casita no es tan ""ita""...iSe ve divina chinita @user! Que felicidad por uds. - seguro Dormy tb está re feliz",Muy Positivo,Muy Negativo (1 estrella)
2485,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,Ojala yo presentándome para el concurso de shawn pero como vergonzosa se nace y  seguro que no me dejan participar pues aqui estoy,Muy Negativo,Muy Negativo (1 estrella)
2486,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,@user me ha pasado algo similar te entiendo cariño,Positivo,Neutral (3 estrellas)
2487,808078,Litware 18'' Oscillating Pedestal Fan M145 White,19-inch oscillating pedestal fan with all-metal construction,@user es que Nacho está haciendo una cadena graciosa,Muy Negativo,Muy Positivo (5 estrellas)
2488,505001,Contoso Rubberized Skin BlackBerry E100 Black,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,@user la web que tenías para ver los pokemon que veian tus rastreadores ya no funciona? Que llevo dos días entrando y ya no va,Muy Negativo,Muy Negativo (1 estrella)
2489,505002,Contoso Rubberized Skin BlackBerry E100 Silver,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,alberto que tal por punta?,Muy Negativo,Muy Negativo (1 estrella)
2490,505003,Contoso Rubberized Skin BlackBerry E100 White,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,"¡Hoy habrá nuevo campeón!, que pase lo que sea, que @user sea campeón o que @user pierda #CarlsenKarjakin",Muy Positivo,Muy Negativo (1 estrella)
2491,505004,Cigarette Lighter Adapter for Contoso Phones E110 Black,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"@user Es que se lee cada cosa , menos mal que a ese lo deje de seguir cuando terminó la temporada pasada .Mi salud es lo primero",Positivo,Neutral (3 estrellas)
2492,505005,Cigarette Lighter Adapter for Contoso Phones E110 White,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,@user sí. Se desató una lluvia intensa y me empapó las únicas zapatillas que tenía y ahora ya no puedo salir a comprar comida,Muy Negativo,Muy Negativo (1 estrella)
2493,505006,Cigarette Lighter Adapter for Contoso Phones E110 Red,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,#EVDLV @user es el hombre perfecto,Muy Positivo,Muy Positivo (5 estrellas)
2494,505007,Reusable Phone Screen Protector E120,Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches,@user si lugar de incalculables arrochadas,Muy Negativo,Muy Negativo (1 estrella)
